"VOTED2014","Young.Hispanic.Status","ID.Number","Voter.Status","Voted.11.2012","Voted.Gen..Elec..09.2010","Voted.Gen..Elec..07.2008","Number.General.Elections","Hispanic.Surname","Young.Voter","Eligible.2012","Eligible.2010","Eligible.2008","Young.in.2012","Young.in.2010","Young.in.2008","Voter.Category","type","ID","control","post","flyer","LOWPROP","city","zip","U_S__CONGRESS","byear"
"375699",0,"non_y_non_h",4027788,"A",0,0,0,0,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4027788,1,0,0,1,"GRAND PRAIRIE",75052,30,1971
"375701",1,"non_y_non_h",4027791,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4027791,1,0,0,1,"LANCASTER",75146,30,1976
"375731",0,"y_non_h",4027838,"A",0,0,0,0,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4027838,0,0,1,1,"IRVING",75038,24,1985
"375798",0,"non_y_h",4027938,"A",1,0,0,1,1,0,1,0,0,0,0,0,"Old Hispanic","Non_y_h_CONTROL",4027938,1,0,0,1,"DALLAS",75249,30,1969
"375810",0,"y_h",4027957,"A",0,0,0,0,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4027957,0,0,1,1,"DUNCANVILLE",75137,30,1991
"375835",0,"non_y_non_h",4027994,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4027994,1,0,0,1,"GLENN HEIGHTS",75154,30,1960
"375861",1,"y_non_h",4028039,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028039,0,0,1,1,"DALLAS",75235,30,1989
"375893",0,"y_non_h",4028090,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028090,0,0,1,1,"GRAND PRAIRIE",75050,33,1985
"375957",0,"y_non_h",4028166,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028166,0,0,1,1,"DALLAS",75201,30,1989
"375968",1,"y_non_h",4028184,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028184,0,0,1,1,"DALLAS",75231,5,1988
"375974",0,"non_y_non_h",4028195,"A",0,0,0,0,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4028195,1,0,0,1,"DALLAS",75227,30,1964
"375979",0,"y_non_h",4028202,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028202,0,0,1,1,"HUTCHINS",75141,30,1994
"375983",1,"non_y_h",4028209,"A",1,0,0,1,1,0,1,0,0,0,0,0,"Old Hispanic","Non_y_h_CONTROL",4028209,1,0,0,1,"DALLAS",75220,33,1938
"375994",0,"y_non_h",4028223,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028223,0,0,1,1,"DALLAS",75204,32,1986
"376000",0,"y_h",4028234,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4028234,0,0,1,1,"DALLAS",75243,32,1991
"376045",1,"non_y_h",4028295,"A",0,0,0,0,1,0,1,0,0,0,0,0,"Old Hispanic","Non_y_h_CONTROL",4028295,1,0,0,1,"DALLAS",75219,32,1961
"376052",0,"non_y_non_h",4028302,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4028302,1,0,0,1,"DALLAS",75248,24,1947
"376063",1,"y_non_h",4028317,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028317,0,0,1,1,"LANCASTER",75134,30,1991
"376069",1,"non_y_h",4028324,"A",1,0,0,1,1,0,1,0,0,0,0,1,"Old Hispanic","Non_y_h_CONTROL",4028324,1,0,0,1,"MESQUITE",75149,5,1978
"376097",0,"y_non_h",4028358,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028358,0,0,1,1,"DALLAS",75228,30,1988
"376099",1,"non_y_non_h",4028361,"A",1,0,0,1,0,0,1,0,0,1,1,1,"Old Not Hispanic","Y_non_h_FLYER",4028361,0,0,1,1,"DALLAS",75206,32,1984
"376107",0,"non_y_non_h",4028373,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4028373,1,0,0,1,"DUNCANVILLE",75137,30,1933
"376167",0,"y_h",4028471,"A",0,0,0,0,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4028471,0,0,1,1,"ADDISON",75001,24,1987
"376188",0,"non_y_non_h",4028504,"A",1,0,0,1,0,0,1,0,0,0,0,1,"Old Not Hispanic","Non_y_non_h_CONTROL",4028504,1,0,0,1,"DALLAS",75206,32,1979
"376208",0,"y_non_h",4028531,"A",0,0,0,0,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028531,0,0,1,1,"DUNCANVILLE",75116,30,1985
"376210",0,"y_non_h",4028536,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028536,0,0,1,1,"COPPELL",75019,24,1994
"376238",1,"non_y_h",4028577,"A",1,0,0,1,1,0,1,0,0,0,0,0,"Old Hispanic","Non_y_h_CONTROL",4028577,1,0,0,1,"DALLAS",75205,32,1975
"376283",0,"non_y_non_h",4028637,"A",1,0,0,1,0,0,1,0,0,1,1,1,"Old Not Hispanic","Y_non_h_FLYER",4028637,0,0,1,1,"GARLAND",75040,32,1984
"376286",0,"non_y_h",4028640,"A",1,0,0,1,1,0,1,0,0,0,0,0,"Old Hispanic","Non_y_h_CONTROL",4028640,1,0,0,1,"MESQUITE",75149,5,1956
"376296",0,"non_y_h",4028652,"A",1,0,0,1,1,0,1,0,0,0,0,1,"Old Hispanic","Non_y_h_CONTROL",4028652,1,0,0,1,"DESOTO",75115,30,1979
"376310",0,"y_non_h",4028674,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028674,0,0,1,1,"DALLAS",75241,30,1994
"376332",0,"y_h",4028702,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4028702,0,0,1,1,"DALLAS",75208,30,1994
"376336",0,"non_y_non_h",4028707,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4028707,1,0,0,1,"DALLAS",75235,30,1953
"376359",1,"y_non_h",4028741,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028741,0,0,1,1,"DALLAS",75231,5,1987
"376376",0,"y_h",4028762,"A",0,0,0,0,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4028762,0,0,1,1,"IRVING",75060,33,1992
"376382",0,"y_h",4028770,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4028770,0,0,1,1,"MESQUITE",75150,5,1994
"376403",0,"y_non_h",4028797,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028797,0,0,1,1,"DALLAS",75214,30,1992
"376504",0,"y_non_h",4028937,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028937,0,0,1,1,"GARLAND",75042,32,1989
"376505",1,"y_non_h",4028938,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028938,0,0,1,1,"DALLAS",75214,30,1988
"376526",0,"y_non_h",4028963,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4028963,0,0,1,1,"DALLAS",75236,30,1985
"376571",0,"y_non_h",4029023,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4029023,0,0,1,1,"DESOTO",75115,30,1993
"376605",0,"y_non_h",4029072,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4029072,0,0,1,1,"DALLAS",75230,24,1994
"376611",0,"y_non_h",4029080,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4029080,0,0,1,1,"DALLAS",75216,30,1992
"376707",0,"non_y_non_h",4029222,"A",0,0,0,0,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4029222,1,0,0,1,"ROWLETT",75088,32,1975
"376734",0,"y_h",4029263,"A",0,0,0,0,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4029263,0,0,1,1,"MESQUITE",75150,5,1993
"376795",0,"y_non_h",4029356,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4029356,0,0,1,1,"DALLAS",75206,32,1988
"376830",0,"y_non_h",4029417,"A",0,0,0,0,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4029417,0,0,1,1,"DALLAS",75251,32,1985
"376840",0,"non_y_non_h",4029429,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4029429,1,0,0,1,"ADDISON",75001,24,1977
"376861",1,"non_y_non_h",4029458,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4029458,1,0,0,1,"DALLAS",75232,30,1956
"376872",1,"y_non_h",4029474,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4029474,0,0,1,1,"RICHARDSON",75081,32,1993
"376882",0,"y_h",4029493,"A",0,0,0,0,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4029493,0,0,1,1,"IRVING",75060,33,1994
"376894",1,"y_non_h",4029508,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4029508,0,0,1,1,"DALLAS",75237,30,1989
"376923",0,"y_h",4029544,"A",0,0,0,0,1,1,0,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4029544,0,0,1,1,"CARROLLTON",75006,24,1995
"376961",1,"non_y_non_h",4029596,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4029596,1,0,0,1,"GRAND PRAIRIE",75052,30,1950
"376962",1,"non_y_non_h",4029597,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4029597,1,0,0,1,"CEDAR HILL",75104,30,1972
"376976",0,"non_y_non_h",4029624,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4029624,1,0,0,1,"CEDAR HILL",75104,30,1954
"376992",0,"y_non_h",4029652,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4029652,0,0,1,1,"GRAND PRAIRIE",75052,30,1986
"377013",0,"non_y_non_h",4029677,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4029677,1,0,0,1,"ADDISON",75001,24,1967
"377019",1,"non_y_non_h",4029686,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4029686,1,0,0,1,"DALLAS",75244,24,1947
"377030",0,"y_non_h",4029699,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4029699,0,0,1,1,"DALLAS",75204,32,1988
"377107",0,"y_h",4029805,"A",0,0,0,0,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4029805,0,0,1,1,"DALLAS",75212,33,1991
"377175",0,"non_y_non_h",4029904,"A",1,0,0,1,0,0,1,0,0,1,1,1,"Old Not Hispanic","Non_y_non_h_CONTROL",4029904,1,0,0,1,"DALLAS",75214,32,1983
"377190",0,"non_y_non_h",4029923,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4029923,1,0,0,1,"MESQUITE",75181,5,1970
"377200",0,"y_h",4029936,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4029936,0,0,1,1,"DALLAS",75220,33,1992
"377257",0,"y_non_h",4030016,"A",0,0,0,0,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4030016,0,0,1,1,"GRAND PRAIRIE",75050,33,1994
"377268",0,"non_y_h",4030031,"A",0,0,0,0,1,0,1,0,0,1,1,1,"Old Hispanic","Y_H_FLYER",4030031,0,0,1,1,"DALLAS",75243,32,1984
"377282",0,"y_h",4030046,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4030046,0,0,1,1,"IRVING",75060,33,1994
"377288",1,"y_non_h",4030052,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4030052,0,0,1,1,"DALLAS",75227,30,1985
"377292",0,"non_y_h",4030058,"A",1,0,0,1,1,0,1,0,0,0,0,0,"Old Hispanic","Non_y_h_CONTROL",4030058,1,0,0,1,"IRVING",75062,24,1964
"377294",0,"non_y_non_h",4030061,"A",1,0,0,1,0,0,1,0,0,1,1,1,"Old Not Hispanic","Y_non_h_FLYER",4030061,0,0,1,1,"IRVING",75063,24,1984
"377299",0,"non_y_non_h",4030068,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4030068,1,0,0,1,"DALLAS",75206,32,1975
"377415",0,"y_non_h",4030249,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4030249,0,0,1,1,"DALLAS",75211,30,1994
"377457",0,"non_y_non_h",4030304,"A",0,0,0,0,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4030304,1,0,0,1,"DALLAS",75226,30,1964
"377471",1,"y_non_h",4030327,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4030327,0,0,1,1,"DALLAS",75224,30,1989
"377479",0,"non_y_non_h",4030339,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4030339,1,0,0,1,"RICHARDSON",75080,32,1973
"377488",0,"y_non_h",4030360,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4030360,0,0,1,1,"DALLAS",75201,30,1985
"377515",0,"non_y_h",4030400,"A",0,0,0,0,1,0,1,0,0,0,0,0,"Old Hispanic","Non_y_h_CONTROL",4030400,1,0,0,1,"DALLAS",75217,30,1941
"377535",0,"y_non_h",4030435,"A",0,0,0,0,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4030435,0,0,1,1,"DALLAS",75224,30,1987
"377588",0,"non_y_non_h",4030528,"A",1,0,0,1,0,0,1,0,0,0,1,1,"Old Not Hispanic","Non_y_non_h_CONTROL",4030528,1,0,0,1,"DALLAS",75229,24,1980
"377626",1,"y_h",4030581,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4030581,0,0,1,1,"DALLAS",75225,32,1986
"377657",1,"y_h",4030616,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4030616,0,0,1,1,"IRVING",75063,24,1985
"377659",1,"non_y_h",4030618,"A",1,0,0,1,1,0,1,0,0,1,1,1,"Old Hispanic","Y_H_FLYER",4030618,0,0,1,1,"GARLAND",75040,32,1984
"377663",0,"y_non_h",4030625,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4030625,0,0,1,1,"DALLAS",75224,30,1992
"377665",0,"y_non_h",4030630,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4030630,0,0,1,1,"DALLAS",75229,24,1987
"377676",0,"non_y_non_h",4030641,"A",1,0,0,1,0,0,1,0,0,0,1,1,"Old Not Hispanic","Non_y_non_h_CONTROL",4030641,1,0,0,1,"DALLAS",75220,24,1980
"377729",0,"non_y_h",4030712,"A",1,0,0,1,1,0,1,0,0,0,1,1,"Old Hispanic","Non_y_h_CONTROL",4030712,1,0,0,1,"DALLAS",75219,30,1980
"377756",1,"y_non_h",4030745,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4030745,0,0,1,1,"DALLAS",75204,32,1988
"377757",0,"y_non_h",4030746,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4030746,0,0,1,1,"GARLAND",75042,32,1991
"377789",0,"y_non_h",4030789,"A",0,0,0,0,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4030789,0,0,1,1,"MESQUITE",75150,5,1994
"377846",0,"non_y_non_h",4030861,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4030861,1,0,0,1,"DALLAS",75254,32,1977
"377911",1,"non_y_non_h",4030939,"A",0,0,0,0,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4030939,1,0,0,1,"FARMERS BRANCH",75234,24,1947
"377959",0,"non_y_non_h",4031022,"A",0,0,0,0,0,0,1,0,0,0,0,1,"Old Not Hispanic","Non_y_non_h_CONTROL",4031022,1,0,0,1,"BALCH SPRINGS",75180,5,1978
"377962",0,"y_h",4031033,"A",0,0,0,0,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4031033,0,0,1,1,"GRAND PRAIRIE",75052,30,1993
"377965",0,"y_non_h",4031041,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4031041,0,0,1,1,"DALLAS",75201,30,1987
"378000",1,"non_y_h",4031102,"A",1,0,0,1,1,0,1,0,0,0,0,1,"Old Hispanic","Non_y_h_CONTROL",4031102,1,0,0,1,"DALLAS",75208,33,1979
"378001",0,"y_non_h",4031103,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4031103,0,0,1,1,"ROWLETT",75088,32,1991
"378023",0,"y_h",4031147,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4031147,0,0,1,1,"GARLAND",75044,32,1994
"378044",0,"non_y_h",4031186,"A",0,0,0,0,1,0,1,0,0,0,0,0,"Old Hispanic","Non_y_h_CONTROL",4031186,1,0,0,1,"GARLAND",75040,32,1976
"378123",0,"y_h",4031284,"A",0,0,0,0,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4031284,0,0,1,1,"RICHARDSON",75080,32,1994
"378187",0,"non_y_non_h",4031377,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4031377,1,0,0,1,"GARLAND",75042,32,1977
"378192",0,"y_non_h",4031383,"A",0,0,0,0,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4031383,0,0,1,1,"DALLAS",75218,5,1992
"378225",0,"y_non_h",4031423,"A",0,0,0,0,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4031423,0,0,1,1,"CARROLLTON",75006,24,1992
"378241",0,"non_y_h",4031446,"A",1,0,0,1,1,0,1,0,0,0,0,1,"Old Hispanic","Non_y_h_CONTROL",4031446,1,0,0,1,"DALLAS",75217,30,1978
"378267",0,"y_non_h",4031479,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4031479,0,0,1,1,"DALLAS",75219,32,1990
"378278",1,"y_non_h",4031495,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4031495,0,0,1,1,"DALLAS",75224,33,1988
"378313",0,"y_non_h",4031547,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4031547,0,0,1,1,"DALLAS",75224,30,1993
"378317",0,"y_non_h",4031557,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4031557,0,0,1,1,"DALLAS",75224,30,1990
"378357",0,"y_h",4031613,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4031613,0,0,1,1,"DALLAS",75224,30,1994
"378385",0,"y_h",4031648,"A",0,0,0,0,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4031648,0,0,1,1,"MESQUITE",75149,5,1988
"378444",0,"y_non_h",4031732,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4031732,0,0,1,1,"DESOTO",75115,30,1989
"378449",0,"non_y_h",4031741,"A",1,0,0,1,1,0,1,0,0,0,0,0,"Old Hispanic","Non_y_h_CONTROL",4031741,1,0,0,1,"SACHSE",75048,32,1947
"378476",0,"non_y_non_h",4031774,"A",1,0,0,1,0,0,1,0,0,1,1,1,"Old Not Hispanic","Non_y_non_h_CONTROL",4031774,1,0,0,1,"DALLAS",75201,30,1983
"378496",1,"non_y_non_h",4031808,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4031808,1,0,0,1,"GARLAND",75043,5,1959
"378526",0,"non_y_non_h",4031850,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4031850,1,0,0,1,"RICHARDSON",75081,32,1950
"378567",1,"y_non_h",4031905,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4031905,0,0,1,1,"DESOTO",75115,30,1989
"378592",1,"y_non_h",4031945,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4031945,0,0,1,1,"DALLAS",75254,24,1987
"378605",1,"y_non_h",4031964,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4031964,0,0,1,1,"DALLAS",75209,32,1986
"378635",0,"non_y_non_h",4032011,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4032011,1,0,0,1,"DALLAS",75227,30,1955
"378665",0,"y_non_h",4032054,"A",0,0,0,0,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4032054,0,0,1,1,"DALLAS",75216,30,1991
"378697",0,"y_non_h",4032096,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4032096,0,0,1,1,"DALLAS",75220,24,1986
"378741",0,"non_y_h",4032160,"A",1,0,0,1,1,0,1,0,0,1,1,1,"Old Hispanic","Y_H_FLYER",4032160,0,0,1,1,"DALLAS",75224,33,1984
"378747",0,"y_non_h",4032166,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4032166,0,0,1,1,"DALLAS",75248,32,1992
"378748",0,"y_non_h",4032167,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4032167,0,0,1,1,"SACHSE",75048,32,1991
"378766",0,"non_y_non_h",4032193,"A",1,0,0,1,0,0,1,0,0,1,1,1,"Old Not Hispanic","Non_y_non_h_CONTROL",4032193,1,0,0,1,"ADDISON",75001,24,1982
"378771",0,"non_y_non_h",4032202,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4032202,1,0,0,1,"DALLAS",75208,33,1957
"378798",0,"y_h",4032246,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4032246,0,0,1,1,"GRAND PRAIRIE",75050,33,1990
"378811",1,"non_y_non_h",4032261,"A",1,0,0,1,0,0,1,0,0,1,1,1,"Old Not Hispanic","Y_non_h_FLYER",4032261,0,0,1,1,"DALLAS",75241,30,1984
"378873",0,"y_h",4032349,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4032349,0,0,1,1,"IRVING",75061,33,1992
"378879",0,"y_non_h",4032356,"A",0,0,0,0,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4032356,0,0,1,1,"IRVING",75038,24,1986
"378899",1,"y_h",4032384,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4032384,0,0,1,1,"DALLAS",75202,30,1989
"378916",0,"y_non_h",4032412,"A",0,0,0,0,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4032412,0,0,1,1,"GRAND PRAIRIE",75050,33,1994
"378941",1,"non_y_h",4032447,"A",0,0,0,0,1,0,1,0,0,0,0,0,"Old Hispanic","Non_y_h_CONTROL",4032447,1,0,0,1,"MESQUITE",75149,5,1973
"378944",0,"y_h",4032452,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4032452,0,0,1,1,"DALLAS",75224,30,1990
"378970",0,"non_y_non_h",4032483,"A",1,0,0,1,0,0,1,0,0,0,0,0,"Old Not Hispanic","Non_y_non_h_CONTROL",4032483,1,0,0,1,"IRVING",75039,24,1966
"379005",0,"y_h",4032526,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4032526,0,0,1,1,"DUNCANVILLE",75116,30,1992
"379037",0,"y_h",4032577,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4032577,0,0,1,1,"DALLAS",75223,30,1993
"379071",1,"y_non_h",4032628,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4032628,0,0,1,1,"CEDAR HILL",75104,30,1989
"379080",0,"non_y_h",4032639,"A",1,0,0,1,1,0,1,0,0,0,1,1,"Old Hispanic","Non_y_h_CONTROL",4032639,1,0,0,1,"DALLAS",75228,5,1981
"379101",0,"y_h",4032671,"A",0,0,0,0,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4032671,0,0,1,1,"DALLAS",75235,30,1985
"379151",0,"y_non_h",4032732,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4032732,0,0,1,1,"CEDAR HILL",75104,30,1993
"379208",0,"y_h",4032811,"A",1,0,0,1,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4032811,0,0,1,1,"GRAND PRAIRIE",75050,33,1985
"379220",0,"y_non_h",4032830,"A",1,0,0,1,0,1,1,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4032830,0,0,1,1,"GRAND PRAIRIE",75052,30,1985
"379234",0,"y_non_h",4032848,"A",0,0,0,0,0,1,0,0,0,1,1,1,"Young Not Hispanic","Y_non_h_FLYER",4032848,0,0,1,1,"DALLAS",75227,30,1994
"379237",0,"non_y_h",4032855,"A",1,0,0,1,1,0,1,0,0,1,1,1,"Old Hispanic","Non_y_h_CONTROL",4032855,1,0,0,1,"DALLAS",75220,33,1983
"379239",0,"y_h",4032857,"A",0,0,0,0,1,1,1,0,0,1,1,1,"Young Hispanic","Y_H_FLYER",4032857,0,0,1,1,"DALLAS",75216,30,1987
